date,day,weather,student_count,event,food_prepared_kg,food_consumed_kg,waste_kg,meal_type,menu_complexity,crowd_density,cost_per_kg,total_food_cost,waste_cost
2023-07-13,Thursday,Rainy,245,Sports Day,111.76,94.25,17.51,Dinner,Simple,0.7,91.21967646551343,10194.711041785782,1597.2565349111403
2023-07-14,Friday,Sunny,325,Fest,146.34,129.99,16.34,Breakfast,Complex,0.9285714285714286,42.520399601126705,6222.435277628882,694.7833294824104
2023-07-15,Saturday,Cloudy,346,Fest,149.05,139.83,9.22,Lunch,Simple,0.9885714285714285,89.89135495877704,13398.30645660572,828.7982927199243
2023-07-16,Sunday,Cloudy,400,Seminar,222.31,181.24,41.07,Lunch,Complex,1.1428571428571428,83.11598796855051,18477.515285288464,3413.5736258683696
2023-07-17,Monday,Humid,308,Seminar,158.63,140.48,18.15,Breakfast,Complex,0.88,42.122619414677054,6681.911117750221,764.5255423763884
2023-07-18,Tuesday,Sunny,212,Fest,115.94,100.04,15.9,Dinner,Medium,0.6057142857142858,105.0560023297586,12180.192910112211,1670.3904370431617
2023-07-19,Wednesday,Sunny,233,Seminar,137.56,125.54,12.02,Dinner,Complex,0.6657142857142857,76.14591077987883,10474.631486880133,915.2738475741436
2023-07-20,Thursday,Rainy,323,Seminar,180.89,170.11,10.79,Dinner,Medium,0.9228571428571428,90.44379644279174,16360.378338536597,975.8885636177228
2023-07-21,Friday,Rainy,357,Sports Day,172.2,129.6,42.6,Lunch,Simple,1.02,68.86822605737524,11859.108527080016,2933.786430044185
2023-07-22,Saturday,Humid,398,Fest,219.74,196.17,23.57,Breakfast,Complex,1.1371428571428572,40.02562154385609,8795.230078046938,943.403899788688
2023-07-23,Sunday,Cloudy,217,Sports Day,103.09,90.65,12.44,Breakfast,Simple,0.62,44.75532489758173,4613.826443691701,556.7562417259167
2023-07-24,Monday,Rainy,232,Sports Day,101.17,84.17,17.01,Breakfast,Simple,0.6628571428571428,41.69373765681344,4218.1554387398155,709.2104775423967
2023-07-25,Tuesday,Rainy,393,Fest,168.46,156.35,12.11,Dinner,Medium,1.1228571428571428,93.63091958898258,15773.064713960006,1133.870436222579
2023-07-26,Wednesday,Sunny,377,Fest,210.74,186.71,24.03,Lunch,Simple,1.0771428571428572,61.707062267941225,13004.146302345935,1482.8207062986278
2023-07-27,Thursday,Sunny,264,Seminar,144.38,126.23,18.15,Breakfast,Complex,0.7542857142857143,49.35481229510448,7125.847799167184,895.7898431561463
2023-07-28,Friday,Cloudy,342,Seminar,173.03,137.49,35.54,Lunch,Complex,0.9771428571428571,69.25127138008779,11982.54748689659,2461.19018484832
2023-07-29,Saturday,Cloudy,191,,88.73,81.78,6.95,Lunch,Simple,0.5457142857142857,64.08836945096672,5686.561021384277,445.41416768421874
2023-07-30,Sunday,Cloudy,300,Fest,164.57,124.55,40.02,Breakfast,Simple,0.8571428571428571,48.99259735231418,8062.711746270344,1960.6837460396137
2023-07-31,Monday,Humid,247,,107.05,84.41,22.64,Breakfast,Simple,0.7057142857142857,45.288979858450794,4848.1852938471575,1025.342503995326
2023-08-01,Tuesday,Rainy,297,Sports Day,148.66,117.17,31.49,Breakfast,Complex,0.8485714285714285,47.60145400330502,7076.432152131324,1498.969786564075
2023-08-02,Wednesday,Cloudy,238,Sports Day,98.06,85.19,12.87,Breakfast,Complex,0.68,41.22513861249246,4042.5370923410105,530.5675339427779
2023-08-03,Thursday,Rainy,270,Sports Day,161.89,136.45,25.43,Lunch,Simple,0.7714285714285715,72.02122726482034,11659.516481901765,1831.4998093443812
2023-08-04,Friday,Humid,320,Fest,183.63,147.97,35.67,Lunch,Complex,0.9142857142857143,84.73509677671447,15559.905821108077,3022.500902025405
2023-08-05,Saturday,Cloudy,311,,143.45,127.9,15.54,Dinner,Simple,0.8885714285714286,99.09813365758234,14215.627273180186,1539.9849970388295
2023-08-06,Sunday,Humid,414,Fest,170.51,146.57,23.95,Lunch,Medium,1.1828571428571428,76.17616605559135,12988.79807413888,1824.4191770314128
2023-08-07,Monday,Sunny,374,Seminar,170.54,152.76,17.78,Dinner,Complex,1.0685714285714285,91.74768976287785,15646.651012161188,1631.2739239839684
2023-08-08,Tuesday,Sunny,314,Seminar,170.76,146.67,24.09,Dinner,Simple,0.8971428571428571,108.94108050102281,18602.778906354655,2624.3906292696397
2023-08-09,Wednesday,Rainy,294,Fest,120.4,96.79,23.61,Breakfast,Complex,0.84,41.688786089807174,5019.329845212784,984.2722395803473
2023-08-10,Thursday,Cloudy,377,Seminar,206.04,188.22,17.82,Dinner,Medium,1.0771428571428572,98.66637867356309,20329.220661900938,1758.2348679628942
2023-08-11,Friday,Rainy,254,Seminar,128.26,120.77,7.49,Lunch,Medium,0.7257142857142858,84.94124300897147,10894.56382833068,636.2099101371963
2023-08-12,Saturday,Sunny,328,Sports Day,190.9,179.12,11.79,Breakfast,Medium,0.9371428571428572,39.29781909024549,7501.953664327864,463.3212870739943
2023-08-13,Sunday,Sunny,254,Seminar,131.53,118.43,13.11,Breakfast,Complex,0.7257142857142858,39.33964439959896,5174.343427879251,515.7427380787424
2023-08-14,Monday,Humid,361,Seminar,186.98,157.25,29.73,Dinner,Simple,1.0314285714285714,99.28689464449779,18564.663560628196,2951.7993777809193
2023-08-15,Tuesday,Sunny,214,Seminar,110.32,103.37,6.95,Breakfast,Simple,0.6114285714285714,37.9026746841816,4181.423071158913,263.4235890550621
2023-08-16,Wednesday,Cloudy,273,,147.35,131.88,15.47,Dinner,Complex,0.78,80.81417641830892,11907.968895237818,1250.195309191239
2023-08-17,Thursday,Humid,315,Sports Day,170.64,130.69,39.95,Breakfast,Complex,0.9,36.79542065699747,6278.770580910048,1469.977055247049
2023-08-18,Friday,Sunny,223,,104.56,96.31,8.25,Breakfast,Simple,0.6371428571428571,36.316969145111095,3797.302293812816,299.6149954471665
2023-08-19,Saturday,Humid,308,,158.49,125.17,33.32,Dinner,Simple,0.88,109.70594900089523,17387.295857151887,3655.402220709829
2023-08-20,Sunday,Cloudy,247,Sports Day,99.88,78.62,21.26,Lunch,Simple,0.7057142857142857,77.38330142532108,7729.044146361069,1645.1689883023262
2023-08-21,Monday,Rainy,328,Fest,165.95,152.43,13.52,Dinner,Simple,0.9371428571428572,102.37710665917736,16989.48085009048,1384.1384820320777
2023-08-22,Tuesday,Humid,199,Seminar,104.26,92.49,11.77,Dinner,Medium,0.5685714285714286,98.15970317976941,10234.13065352276,1155.3397064258859
2023-08-23,Wednesday,Humid,329,,166.84,149.76,17.08,Breakfast,Medium,0.94,42.64140472686438,7114.291964630053,728.3151927348435
2023-08-24,Thursday,Sunny,370,Sports Day,166.64,154.63,12.01,Breakfast,Complex,1.0571428571428572,39.18458419752769,6529.719110676014,470.60685621230755
2023-08-25,Friday,Sunny,179,,95.89,81.92,13.98,Dinner,Medium,0.5114285714285715,76.49978213888578,7335.564109297758,1069.4669543016232
2023-08-26,Saturday,Humid,317,Fest,185.05,164.3,20.74,Breakfast,Complex,0.9057142857142857,44.63014526860975,8258.808381956234,925.6292128709662
2023-08-27,Sunday,Rainy,252,Fest,125.37,96.07,29.3,Breakfast,Medium,0.72,41.12984442529654,5156.448595599428,1205.1044416611887
2023-08-28,Monday,Sunny,313,Sports Day,138.3,111.39,26.91,Breakfast,Complex,0.8942857142857142,39.78833319424113,5502.726480763549,1070.704046257029
2023-08-29,Tuesday,Sunny,403,Sports Day,200.49,163.33,37.16,Dinner,Medium,1.1514285714285715,71.81518410986456,14398.226262186747,2668.652241522567
2023-08-30,Wednesday,Cloudy,349,,143.94,129.15,14.79,Breakfast,Simple,0.9971428571428571,35.640460973201364,5130.087952482604,527.1224177936482
2023-08-31,Thursday,Rainy,224,Seminar,90.57,83.04,7.53,Dinner,Simple,0.64,100.70778907269084,9121.10445631361,758.329651717362
2023-09-01,Friday,Rainy,294,,132.24,123.46,8.78,Lunch,Medium,0.84,87.26447434120118,11539.854086880445,766.1820847157463
2023-09-02,Saturday,Humid,227,Sports Day,95.47,76.08,19.39,Lunch,Simple,0.6485714285714286,75.95471984610116,7251.397103707277,1472.7620178159016
2023-09-03,Sunday,Rainy,263,,117.94,103.21,14.73,Dinner,Medium,0.7514285714285714,92.40861474752303,10898.672023322866,1361.1788952310144
2023-09-04,Monday,Rainy,357,Sports Day,175.04,161.66,13.38,Breakfast,Simple,1.02,36.52817364344783,6393.891514549107,488.74696334933196
2023-09-05,Tuesday,Cloudy,239,,116.05,107.08,8.97,Lunch,Simple,0.6828571428571428,78.49794461270085,9109.686472303933,704.1265631759267
2023-09-06,Wednesday,Cloudy,306,,175.84,155.64,20.2,Lunch,Simple,0.8742857142857143,83.68926615652944,14715.920560964138,1690.5231763618947
2023-09-07,Thursday,Humid,316,Seminar,185.48,170.66,14.82,Breakfast,Simple,0.9028571428571428,39.44625936474881,7316.492186973609,584.5935637855774
2023-09-08,Friday,Sunny,284,Seminar,124.49,96.71,27.78,Breakfast,Simple,0.8114285714285714,42.092508377552264,5240.096367921481,1169.329882728402
2023-09-09,Saturday,Rainy,297,Sports Day,177.27,151.66,25.61,Dinner,Complex,0.8485714285714285,80.0482113130652,14190.146419467068,2050.0346917275997
2023-09-10,Sunday,Sunny,412,Fest,224.87,198.2,26.67,Breakfast,Simple,1.177142857142857,38.22473982879857,8595.597245301935,1019.4538112340579
2023-09-11,Monday,Humid,222,Seminar,122.0,94.53,27.46,Lunch,Complex,0.6342857142857142,67.32891806977725,8214.128004512824,1848.8520901960833
2023-09-12,Tuesday,Sunny,224,Seminar,114.87,89.56,25.31,Dinner,Simple,0.64,93.85136585198728,10780.70639541778,2375.378069713798
2023-09-13,Wednesday,Sunny,343,Sports Day,148.44,138.64,9.81,Dinner,Medium,0.98,91.78418093253367,13624.443817625299,900.4028149481554
2023-09-14,Thursday,Humid,308,,149.79,113.18,36.61,Breakfast,Simple,0.88,36.21358407178669,5424.432758112928,1325.7793128681108
2023-09-15,Friday,Rainy,194,Seminar,104.04,82.51,21.53,Breakfast,Simple,0.5542857142857143,41.339352218115216,4300.9462047727075,890.0362532560207
2023-09-16,Saturday,Humid,194,,103.02,93.28,9.74,Dinner,Complex,0.5542857142857143,74.80981634617147,7706.907279982584,728.6476112117101
2023-09-17,Sunday,Rainy,219,Sports Day,104.72,84.07,20.66,Breakfast,Medium,0.6257142857142857,38.12402716574424,3992.3481247967366,787.6424012442759
2023-09-18,Monday,Humid,353,Seminar,205.27,188.83,16.45,Dinner,Complex,1.0085714285714287,103.66610998024241,21279.54239564436,1705.3075091749877
2023-09-19,Tuesday,Rainy,361,Fest,178.0,158.07,19.93,Dinner,Simple,1.0314285714285714,106.76839633448752,19004.77454753878,2127.894138946336
2023-09-20,Wednesday,Sunny,355,Seminar,155.68,142.65,13.03,Breakfast,Complex,1.0142857142857142,43.679453968091444,6800.017393752476,569.1432852042315
2023-09-21,Thursday,Sunny,267,Sports Day,134.94,122.84,12.1,Dinner,Simple,0.7628571428571429,91.3611671379538,12328.275893595486,1105.470122369241
2023-09-22,Friday,Humid,372,Sports Day,222.19,200.15,22.03,Breakfast,Medium,1.062857142857143,45.289759394605824,10062.931639887467,997.7333994631664
2023-09-23,Saturday,Rainy,315,Sports Day,172.6,148.28,24.32,Lunch,Simple,0.9,87.04675837247437,15024.270495089077,2116.977163618577
2023-09-24,Sunday,Cloudy,287,Fest,143.91,119.92,23.98,Lunch,Medium,0.82,82.38105198327513,11855.457190913123,1975.4976265589376
2023-09-25,Monday,Sunny,304,Sports Day,179.58,145.04,34.53,Lunch,Simple,0.8685714285714285,84.59923019419102,15192.329758272825,2921.211418605416
2023-09-26,Tuesday,Rainy,247,Sports Day,141.18,107.23,33.96,Dinner,Complex,0.7057142857142857,109.16659656305089,15412.140102771526,3707.2976192812084
2023-09-27,Wednesday,Humid,345,Seminar,148.11,122.31,25.8,Lunch,Complex,0.9857142857142858,66.767937564028,9888.999232608188,1722.6127891519225
2023-09-28,Thursday,Humid,301,Seminar,152.62,130.49,22.13,Lunch,Complex,0.86,85.76747424542539,13089.831919336824,1898.0342050512638
2023-09-29,Friday,Sunny,245,Sports Day,102.27,95.81,6.45,Breakfast,Simple,0.7,40.52105084544609,4144.0878699637715,261.3607779531273
2023-09-30,Saturday,Rainy,240,Seminar,106.56,96.46,10.1,Dinner,Complex,0.6857142857142857,107.88937415497719,11496.69170995437,1089.6826789652696
2023-10-01,Sunday,Humid,294,Fest,125.36,106.75,18.61,Lunch,Complex,0.84,65.07954578742327,8158.371859911381,1211.130347103947
2023-10-02,Monday,Cloudy,296,Seminar,147.37,133.62,13.75,Breakfast,Simple,0.8457142857142858,47.9910771694594,7072.445042463232,659.8773110800668
2023-10-03,Tuesday,Cloudy,278,Fest,124.17,96.69,27.48,Lunch,Complex,0.7942857142857143,70.43605761846538,8746.045274484846,1935.5828633554288
2023-10-04,Wednesday,Sunny,386,Seminar,204.94,183.33,21.61,Dinner,Complex,1.1028571428571428,107.71160742984591,22074.416826672623,2327.64783655897
2023-10-05,Thursday,Cloudy,306,Fest,127.63,105.4,22.23,Breakfast,Medium,0.8742857142857143,41.995705529883544,5359.911896779036,933.5645339293112
2023-10-06,Friday,Sunny,215,Seminar,103.47,93.71,9.76,Dinner,Simple,0.6142857142857143,93.95500501606993,9721.524369012755,917.0008489568426
2023-10-07,Saturday,Cloudy,296,Seminar,138.99,118.68,20.31,Breakfast,Simple,0.8457142857142858,48.362653383339385,6721.925193750341,982.2454902156228
2023-10-08,Sunday,Cloudy,304,Sports Day,173.7,137.99,35.71,Breakfast,Complex,0.8685714285714285,48.94662743124585,8502.029184807403,1747.8840655697893
2023-10-09,Monday,Sunny,321,Fest,163.47,140.39,23.07,Lunch,Complex,0.9171428571428571,84.24607030348643,13771.705112510926,1943.556841901432
2023-10-10,Tuesday,Humid,246,Sports Day,147.25,135.61,11.64,Dinner,Medium,0.7028571428571428,96.15052165313713,14158.164313424442,1119.1920720425162
2023-10-11,Wednesday,Rainy,415,Fest,194.14,162.34,31.81,Lunch,Complex,1.1857142857142857,75.97881481828446,14750.527108821745,2416.8860993696285
2023-10-12,Thursday,Humid,224,,109.71,102.86,6.86,Breakfast,Simple,0.64,47.35379776944231,5195.185153285515,324.8470526983742
2023-10-13,Friday,Cloudy,264,Fest,123.1,99.35,23.75,Dinner,Simple,0.7542857142857143,90.53309442595558,11144.623923835132,2150.160992616445
2023-10-14,Saturday,Cloudy,151,,80.56,70.95,9.61,Dinner,Complex,0.43142857142857144,88.3074969869599,7114.05195726949,848.6350460446846
2023-10-15,Sunday,Cloudy,201,,93.49,71.5,21.99,Lunch,Medium,0.5742857142857143,75.63060901744234,7070.7056370406835,1663.1170922935569
2023-10-16,Monday,Humid,351,Sports Day,189.66,142.81,46.85,Lunch,Simple,1.002857142857143,66.4892278334171,12610.346950885887,3115.0203239955913
2023-10-17,Tuesday,Cloudy,383,Sports Day,155.54,124.53,31.01,Breakfast,Medium,1.0942857142857143,38.079671037751176,5922.912033211817,1180.850598880664
2023-10-18,Wednesday,Sunny,301,Seminar,180.06,136.99,43.07,Breakfast,Medium,0.86,39.82841914594622,7171.505151419076,1715.4100126159037
2023-10-19,Thursday,Sunny,259,Fest,126.69,99.43,27.27,Dinner,Complex,0.74,89.27642772680952,11310.430628709497,2434.5681841100954
2023-10-20,Friday,Cloudy,244,Fest,133.99,102.02,31.97,Dinner,Medium,0.6971428571428572,84.07432460287419,11265.118753539113,2687.8561575538874
2023-10-21,Saturday,Humid,372,Fest,216.61,196.87,19.74,Dinner,Medium,1.062857142857143,88.19531065974486,19103.986242007337,1740.9754324233634
2023-10-22,Sunday,Rainy,262,Seminar,135.71,126.72,8.99,Dinner,Simple,0.7485714285714286,95.05813684664633,12900.339751458374,854.5726502513505
2023-10-23,Monday,Rainy,273,Fest,115.24,95.35,19.89,Lunch,Medium,0.78,79.42094299031697,9152.469470204127,1579.6825560774046
2023-10-24,Tuesday,Sunny,209,Sports Day,100.09,77.0,23.09,Lunch,Medium,0.5971428571428572,60.561536966242535,6061.604234951215,1398.3658885505401
2023-10-25,Wednesday,Humid,284,Fest,155.74,123.39,32.35,Dinner,Medium,0.8114285714285714,79.40033615142224,12365.8083522225,2568.6008744985097
2023-10-26,Thursday,Humid,391,Fest,198.55,183.64,14.9,Dinner,Medium,1.1171428571428572,73.563916443818,14606.115609920065,1096.1023550128882
2023-10-27,Friday,Cloudy,389,Fest,196.57,170.56,26.0,Lunch,Medium,1.1114285714285714,88.66334481834284,17428.55369094165,2305.2469652769137
2023-10-28,Saturday,Sunny,307,Fest,168.32,138.25,30.07,Breakfast,Simple,0.8771428571428571,42.33727857645936,7126.21072998964,1273.081966794133
2023-10-29,Sunday,Humid,232,Seminar,115.2,88.0,27.21,Breakfast,Simple,0.6628571428571428,48.09120845404555,5540.107213906047,1308.5617820345794
2023-10-30,Monday,Rainy,333,Fest,171.64,153.73,17.91,Lunch,Medium,0.9514285714285714,73.01459297124725,12532.224737584878,1307.6913601150384
2023-10-31,Tuesday,Sunny,215,Fest,118.21,111.16,7.04,Dinner,Complex,0.6142857142857143,85.28335898056243,10081.345865092284,600.3948472231594
2023-11-01,Wednesday,Rainy,188,,93.78,74.65,19.13,Lunch,Medium,0.5371428571428571,89.4574494789906,8389.319612139738,1711.32100853309
2023-11-02,Thursday,Sunny,365,Fest,174.23,146.65,27.58,Dinner,Medium,1.042857142857143,92.4920123871103,16114.883318206226,2550.9297016365017
2023-11-03,Friday,Humid,420,Sports Day,215.33,199.92,15.41,Lunch,Simple,1.2,63.92587169874692,13765.157952891175,985.09768287769
2023-11-04,Saturday,Sunny,323,,149.08,112.02,37.06,Breakfast,Simple,0.9228571428571428,41.481955481391786,6184.129923165888,1537.3212701403797
2023-11-05,Sunday,Sunny,306,,134.38,119.34,15.04,Breakfast,Medium,0.8742857142857143,38.8150275476443,5215.96340185244,583.7780143165702
2023-11-06,Monday,Rainy,331,Sports Day,151.54,135.87,15.67,Breakfast,Medium,0.9457142857142857,39.52929371528674,5990.269169614552,619.4240325185432
2023-11-07,Tuesday,Sunny,290,Seminar,162.77,148.92,13.84,Breakfast,Medium,0.8285714285714286,44.0687923136678,7173.077324895708,609.9120856211623
2023-11-08,Wednesday,Sunny,312,,156.42,131.76,24.66,Dinner,Simple,0.8914285714285715,77.9037308724114,12185.70158306259,1921.1060033136653
2023-11-09,Thursday,Humid,234,Seminar,118.71,89.91,28.8,Breakfast,Medium,0.6685714285714286,41.13234402488297,4882.820559193857,1184.6115079166295
2023-11-10,Friday,Cloudy,274,,143.5,116.54,26.97,Lunch,Complex,0.7828571428571428,85.42564658884746,12258.58028549961,2303.929688501216
2023-11-11,Saturday,Rainy,210,Seminar,98.14,78.45,19.69,Dinner,Medium,0.6,87.4776009937595,8585.051761527557,1722.4339635671245
2023-11-12,Sunday,Cloudy,374,Fest,168.72,150.71,18.01,Lunch,Complex,1.0685714285714285,75.8126770542085,12791.114872586058,1365.3863137462954
2023-11-13,Monday,Humid,405,Sports Day,242.4,217.43,24.96,Dinner,Complex,1.1571428571428573,102.26541898879026,24789.13756288276,2552.544857960205
2023-11-14,Tuesday,Sunny,266,Fest,118.08,101.9,16.18,Dinner,Medium,0.76,91.56686891965052,10812.215882032333,1481.5519391199452
2023-11-15,Wednesday,Cloudy,255,Sports Day,136.51,123.1,13.41,Breakfast,Complex,0.7285714285714285,39.998841011198294,5460.241786438679,536.3844579601691
2023-11-16,Thursday,Sunny,312,,150.07,130.6,19.47,Lunch,Medium,0.8914285714285715,60.98809179467339,9152.482935626635,1187.4381472422908
2023-11-17,Friday,Cloudy,225,Fest,104.59,97.56,7.03,Dinner,Medium,0.6428571428571429,97.82353458695741,10231.363482449875,687.6994481463106
2023-11-18,Saturday,Sunny,258,Sports Day,137.13,127.62,9.51,Breakfast,Complex,0.7371428571428571,42.94984837752882,5889.7127080105265,408.45305807029905
2023-11-19,Sunday,Cloudy,288,Sports Day,143.88,123.27,20.62,Dinner,Complex,0.8228571428571428,106.08962640366153,15264.17544695882,2187.568096443501
2023-11-20,Monday,Humid,176,,96.7,91.7,5.0,Lunch,Medium,0.5028571428571429,69.5087562486137,6721.496729240945,347.54378124306845
2023-11-21,Tuesday,Cloudy,342,Sports Day,164.55,153.69,10.86,Dinner,Complex,0.9771428571428571,85.65480275149504,14094.49779275851,930.2111578812361
2023-11-22,Wednesday,Rainy,260,Sports Day,139.2,113.6,25.6,Breakfast,Complex,0.7428571428571429,37.457476884379524,5214.080782305629,958.9114082401159
2023-11-23,Thursday,Sunny,389,Fest,156.08,128.89,27.19,Dinner,Medium,1.1114285714285714,71.23926500402605,11119.024481828386,1936.9956154594684
2023-11-24,Friday,Sunny,169,,92.54,79.14,13.4,Dinner,Medium,0.4828571428571429,98.57489325777865,9122.120622074837,1320.903569654234
2023-11-25,Saturday,Rainy,248,Fest,144.11,114.78,29.33,Breakfast,Medium,0.7085714285714285,37.66864588905646,5428.428559071926,1104.8213839260259
2023-11-26,Sunday,Humid,329,,136.49,123.12,13.36,Breakfast,Medium,0.94,38.68308298979776,5279.853997277497,516.8059887436981
2023-11-27,Monday,Sunny,376,Seminar,160.79,140.4,20.39,Lunch,Simple,1.0742857142857143,78.23121774191853,12578.79750072308,1595.1345297577188
2023-11-28,Tuesday,Rainy,273,,132.96,123.0,9.96,Breakfast,Simple,0.78,44.811674261594234,5958.16020982157,446.3242756454786
2023-11-29,Wednesday,Cloudy,159,,65.73,59.23,6.5,Dinner,Medium,0.4542857142857143,82.0525072000237,5393.311298257558,533.341296800154
2023-11-30,Thursday,Humid,226,Sports Day,102.87,83.84,19.03,Breakfast,Medium,0.6457142857142857,45.005426339545366,4629.708207549032,856.4532632415484
2023-12-01,Friday,Cloudy,218,Sports Day,98.75,93.61,5.15,Breakfast,Complex,0.6228571428571429,37.86361678961016,3739.0321579740034,194.99762646649236
2023-12-02,Saturday,Cloudy,366,Sports Day,164.35,125.12,39.23,Breakfast,Simple,1.0457142857142858,42.97732695614606,7063.323685242604,1686.0005364896097
2023-12-03,Sunday,Sunny,278,Sports Day,145.85,127.92,17.93,Dinner,Simple,0.7942857142857143,96.97841683099831,14144.302094801104,1738.8230137797998
2023-12-04,Monday,Humid,347,Fest,206.51,194.23,12.28,Breakfast,Medium,0.9914285714285714,49.17789774282005,10155.727662869767,603.9045842818302
2023-12-05,Tuesday,Rainy,190,Sports Day,109.01,101.87,7.15,Breakfast,Simple,0.5428571428571428,39.639843761134976,4321.139368401324,283.4248828921151
2023-12-06,Wednesday,Humid,255,Seminar,140.03,124.28,15.75,Lunch,Medium,0.7285714285714285,77.37547452271991,10834.887697416469,1218.6637237328387
2023-12-07,Thursday,Cloudy,268,Seminar,110.62,92.07,18.55,Lunch,Medium,0.7657142857142857,63.44696195052432,7018.502930967001,1176.9411441822263
2023-12-08,Friday,Cloudy,374,Seminar,215.46,177.11,38.35,Breakfast,Simple,1.0685714285714285,43.25529086035341,9319.784968771746,1658.8404044945535
2023-12-09,Saturday,Cloudy,256,Seminar,106.7,90.81,15.89,Lunch,Simple,0.7314285714285714,85.74343180026494,9148.82417308827,1362.46313130621
2023-12-10,Sunday,Cloudy,266,Fest,112.85,92.18,20.67,Dinner,Simple,0.76,91.35927086750229,10309.893717397632,1888.3961288312726
2023-12-11,Monday,Rainy,358,Sports Day,203.18,180.09,23.1,Dinner,Simple,1.022857142857143,97.499611757994,19809.97111698922,2252.2410316096616
2023-12-12,Tuesday,Humid,252,Sports Day,127.6,111.57,16.03,Lunch,Complex,0.72,75.8655969877095,9680.450175631731,1216.1255197129833
2023-12-13,Wednesday,Sunny,299,,176.16,164.0,12.16,Breakfast,Medium,0.8542857142857143,36.9508671077182,6509.264749695639,449.32254402985336
2023-12-14,Thursday,Rainy,228,Fest,135.05,127.39,7.66,Dinner,Complex,0.6514285714285715,79.17090431264751,10692.030627423046,606.4491270348799
2023-12-15,Friday,Rainy,249,Fest,147.99,115.45,32.54,Dinner,Medium,0.7114285714285714,85.90445734725132,12713.000642819725,2795.331042079558
2023-12-16,Saturday,Rainy,272,Fest,159.3,139.74,19.56,Breakfast,Simple,0.7771428571428571,49.595392738961266,7900.54606331653,970.0858819740823
2023-12-17,Sunday,Humid,306,Sports Day,140.71,133.15,7.56,Lunch,Simple,0.8742857142857143,87.28093121171173,12281.299830799959,659.8438399605407
2023-12-18,Monday,Humid,383,Fest,204.79,164.03,40.76,Dinner,Simple,1.0942857142857143,82.56324138821148,16908.12620389183,3365.2777189834997
2023-12-19,Tuesday,Cloudy,220,Fest,105.67,81.26,24.41,Dinner,Complex,0.6285714285714286,73.20884946339535,7735.979122796987,1787.0280154014806
2023-12-20,Wednesday,Sunny,332,Seminar,134.54,101.39,33.15,Breakfast,Simple,0.9485714285714286,43.75529821650104,5886.837822048049,1450.4881358770094
2023-12-21,Thursday,Sunny,344,Sports Day,201.84,168.51,33.33,Lunch,Complex,0.9828571428571429,83.512856496399,16856.234955233173,2783.4835070249783
2023-12-22,Friday,Humid,281,,114.7,108.24,6.45,Breakfast,Simple,0.8028571428571428,43.41723338420345,4979.956669168136,280.04115532811227
2023-12-23,Saturday,Rainy,354,Fest,152.12,125.24,26.87,Dinner,Complex,1.0114285714285713,93.88336487005341,14281.537464032526,2522.6460140583354
2023-12-24,Sunday,Humid,338,Fest,188.21,164.61,23.6,Lunch,Complex,0.9657142857142857,62.868446879253604,11832.470387144322,1483.695346350385
2023-12-25,Monday,Rainy,269,Seminar,129.62,101.71,27.91,Lunch,Complex,0.7685714285714286,82.39796866121453,10680.424697866629,2299.7273053344975
2023-12-26,Tuesday,Humid,358,Fest,150.78,138.35,12.42,Lunch,Simple,1.022857142857143,60.15988018777971,9070.906734713426,747.1857119322241
2023-12-27,Wednesday,Humid,307,Fest,180.27,136.53,43.75,Breakfast,Complex,0.8771428571428571,38.16042596993294,6879.179989599811,1669.518636184566
2023-12-28,Thursday,Cloudy,355,Sports Day,197.85,182.88,14.97,Breakfast,Complex,1.0142857142857142,41.71996593819493,8254.295260871868,624.5478900947782
2023-12-29,Friday,Rainy,224,,123.21,116.58,6.63,Breakfast,Medium,0.64,44.24253150389343,5451.12230659471,293.32798387081345
2023-12-30,Saturday,Sunny,201,Fest,118.1,110.65,7.45,Breakfast,Simple,0.5742857142857143,39.90980962434949,4713.348516635675,297.32808170140373
2023-12-31,Sunday,Sunny,302,Seminar,143.48,117.8,25.68,Breakfast,Medium,0.8628571428571429,42.21975077359398,6057.689840995264,1084.2031998658933
2023-01-01,Sunday,Cloudy,163,,96.76,91.08,5.68,Lunch,Complex,0.4657142857142857,61.996780215076164,5998.80845361077,352.1417116216326
2023-01-02,Monday,Rainy,293,Sports Day,122.84,116.17,6.67,Dinner,Complex,0.8371428571428572,87.35160265136568,10730.27086969376,582.635189684609
2023-01-03,Tuesday,Cloudy,395,Fest,178.96,167.26,11.7,Breakfast,Medium,1.1285714285714286,36.342926827943664,6503.930185128798,425.2122438869408
2023-01-04,Wednesday,Sunny,350,Sports Day,167.86,132.27,35.59,Lunch,Simple,1.0,73.33929902225873,12310.734733876352,2610.1456522021886
2023-01-05,Thursday,Sunny,186,Sports Day,108.62,83.4,25.22,Dinner,Simple,0.5314285714285715,73.96310981748672,8033.872988375409,1865.349629597015
2023-01-06,Friday,Sunny,270,Sports Day,108.4,96.86,11.54,Breakfast,Medium,0.7714285714285715,45.9834161835093,4984.602314292409,530.6486227576972
2023-01-07,Saturday,Cloudy,366,Fest,206.59,191.56,15.03,Lunch,Simple,1.0457142857142858,83.12766767495746,17173.344864969462,1249.4088451546106
2023-01-08,Sunday,Cloudy,350,,187.15,165.69,21.46,Lunch,Medium,1.0,71.54758613305233,13390.130744800745,1535.4111984153033
