date,day,weather,student_count,event,food_prepared_kg,food_consumed_kg,waste_kg,meal_type
2023-08-11,Friday,Rainy,368,Fest,166.63,149.7,16.93,Breakfast
2023-08-12,Saturday,Rainy,361,Sports Day,173.09,155.27,17.81,Breakfast
2023-08-13,Sunday,Sunny,340,Seminar,176.06,132.17,43.89,Dinner
2023-08-14,Monday,Cloudy,365,Seminar,155.13,140.2,14.94,Lunch
2023-08-15,Tuesday,Humid,388,Fest,217.82,186.09,31.73,Lunch
2023-08-16,Wednesday,Rainy,380,Sports Day,192.64,160.11,32.53,Dinner
2023-08-17,Thursday,Cloudy,420,Fest,226.18,195.28,30.9,Breakfast
2023-08-18,Friday,Humid,307,None,145.93,112.33,33.6,Breakfast
2023-08-19,Saturday,Cloudy,222,None,125.02,96.54,28.48,Lunch
2023-08-20,Sunday,Sunny,217,Seminar,109.87,94.2,15.68,Lunch
2023-08-21,Monday,Humid,387,Seminar,187.03,143.01,44.02,Lunch
2023-08-22,Tuesday,Rainy,357,Seminar,154.8,118.22,36.57,Lunch
2023-08-23,Wednesday,Rainy,199,Seminar,117.04,88.17,28.87,Lunch
2023-08-24,Thursday,Sunny,270,Seminar,116.13,94.43,21.71,Dinner
2023-08-25,Friday,Sunny,316,Sports Day,184.95,160.39,24.56,Lunch
2023-08-26,Saturday,Cloudy,284,Sports Day,123.67,93.12,30.55,Dinner
2023-08-27,Sunday,Humid,317,Sports Day,164.7,133.23,31.47,Dinner
2023-08-28,Monday,Humid,203,Sports Day,100.02,80.72,19.3,Breakfast
2023-08-29,Tuesday,Rainy,340,Seminar,140.21,111.27,28.95,Lunch
2023-08-30,Wednesday,Rainy,221,None,105.98,82.32,23.66,Lunch
2023-08-31,Thursday,Sunny,155,None,76.62,64.59,12.03,Lunch
2023-09-01,Friday,Rainy,386,Fest,207.96,157.45,50.52,Dinner
2023-09-02,Saturday,Rainy,278,Sports Day,159.46,151.43,8.03,Lunch
2023-09-03,Sunday,Humid,293,Fest,138.21,110.22,27.99,Lunch
2023-09-04,Monday,Humid,291,Sports Day,130.2,115.06,15.15,Lunch
2023-09-05,Tuesday,Rainy,266,Fest,110.25,83.91,26.35,Lunch
2023-09-06,Wednesday,Sunny,213,None,88.86,82.54,6.32,Breakfast
2023-09-07,Thursday,Sunny,316,Sports Day,138.18,126.75,11.43,Breakfast
2023-09-08,Friday,Sunny,389,Fest,180.04,147.38,32.66,Dinner
2023-09-09,Saturday,Humid,222,None,91.42,76.67,14.75,Lunch
2023-09-10,Sunday,Cloudy,361,Seminar,144.41,117.55,26.86,Breakfast
2023-09-11,Monday,Sunny,338,Sports Day,146.04,124.61,21.44,Dinner
2023-09-12,Tuesday,Cloudy,257,Seminar,122.89,116.16,6.72,Lunch
2023-09-13,Wednesday,Cloudy,375,Seminar,161.02,139.1,21.92,Dinner
2023-09-14,Thursday,Sunny,350,Sports Day,185.11,172.5,12.6,Breakfast
2023-09-15,Friday,Rainy,311,Sports Day,172.42,156.63,15.79,Dinner
2023-09-16,Saturday,Humid,242,Fest,145.12,109.43,35.7,Breakfast
2023-09-17,Sunday,Sunny,277,Sports Day,133.07,101.53,31.54,Dinner
2023-09-18,Monday,Cloudy,363,Sports Day,208.97,195.24,13.73,Breakfast
2023-09-19,Tuesday,Cloudy,256,Seminar,133.83,122.62,11.21,Lunch
2023-09-20,Wednesday,Humid,300,Seminar,140.66,125.28,15.38,Dinner
2023-09-21,Thursday,Cloudy,411,Fest,169.32,145.56,23.76,Lunch
2023-09-22,Friday,Humid,398,Fest,184.86,149.95,34.92,Breakfast
2023-09-23,Saturday,Sunny,250,None,111.01,101.0,10.01,Breakfast
2023-09-24,Sunday,Rainy,275,Fest,114.27,103.87,10.41,Lunch
2023-09-25,Monday,Cloudy,364,Seminar,208.37,157.9,50.47,Breakfast
2023-09-26,Tuesday,Sunny,266,None,143.03,124.83,18.2,Dinner
2023-09-27,Wednesday,Humid,280,None,148.93,139.04,9.89,Dinner
2023-09-28,Thursday,Cloudy,185,None,75.07,67.08,7.99,Lunch
2023-09-29,Friday,Humid,368,Fest,185.81,145.5,40.31,Breakfast
2023-09-30,Saturday,Cloudy,240,Seminar,97.8,74.32,23.49,Dinner
2023-10-01,Sunday,Cloudy,274,Seminar,158.9,144.19,14.71,Dinner
2023-10-02,Monday,Humid,294,None,157.07,126.82,30.25,Lunch
2023-10-03,Tuesday,Cloudy,333,None,152.64,128.56,24.08,Lunch
2023-10-04,Wednesday,Rainy,322,Sports Day,136.79,105.1,31.69,Lunch
2023-10-05,Thursday,Cloudy,262,None,117.71,96.62,21.09,Breakfast
2023-10-06,Friday,Humid,376,Seminar,168.34,157.3,11.04,Dinner
2023-10-07,Saturday,Cloudy,344,Seminar,141.76,119.05,22.71,Breakfast
2023-10-08,Sunday,Sunny,259,None,111.53,98.51,13.01,Lunch
2023-10-09,Monday,Humid,302,Fest,123.29,107.34,15.95,Breakfast
2023-10-10,Tuesday,Rainy,279,Sports Day,130.17,97.9,32.27,Lunch
2023-10-11,Wednesday,Sunny,388,Sports Day,189.46,178.15,11.31,Dinner
2023-10-12,Thursday,Cloudy,249,Seminar,122.94,99.79,23.15,Dinner
2023-10-13,Friday,Cloudy,244,Seminar,136.98,109.33,27.65,Breakfast
2023-10-14,Saturday,Humid,262,None,152.14,129.89,22.25,Lunch
2023-10-15,Sunday,Rainy,290,Seminar,154.21,121.69,32.53,Dinner
2023-10-16,Monday,Humid,345,Seminar,171.47,131.92,39.56,Dinner
2023-10-17,Tuesday,Humid,192,None,110.37,83.12,27.26,Breakfast
2023-10-18,Wednesday,Cloudy,217,Fest,104.94,93.76,11.18,Lunch
2023-10-19,Thursday,Rainy,184,None,77.0,64.46,12.53,Dinner
2023-10-20,Friday,Humid,333,Seminar,167.67,139.41,28.25,Breakfast
2023-10-21,Saturday,Humid,338,Sports Day,178.14,146.39,31.75,Dinner
2023-10-22,Sunday,Humid,349,None,159.65,148.4,11.25,Breakfast
2023-10-23,Monday,Humid,378,Fest,181.28,154.77,26.51,Lunch
2023-10-24,Tuesday,Cloudy,259,Sports Day,151.31,113.96,37.35,Lunch
2023-10-25,Wednesday,Humid,343,Fest,182.34,160.16,22.18,Lunch
2023-10-26,Thursday,Humid,384,Fest,210.81,175.86,34.95,Dinner
2023-10-27,Friday,Rainy,381,Fest,205.32,180.54,24.79,Lunch
2023-10-28,Saturday,Humid,268,Fest,109.99,84.35,25.64,Breakfast
2023-10-29,Sunday,Rainy,319,Sports Day,163.8,130.24,33.56,Lunch
2023-10-30,Monday,Sunny,191,Fest,109.43,100.38,9.05,Dinner
2023-10-31,Tuesday,Sunny,262,Seminar,154.61,138.6,16.01,Breakfast
2023-11-01,Wednesday,Rainy,210,Seminar,115.17,100.01,15.15,Lunch
2023-11-02,Thursday,Humid,364,Fest,175.0,131.62,43.39,Lunch
2023-11-03,Friday,Cloudy,230,Fest,93.77,72.99,20.78,Dinner
2023-11-04,Saturday,Humid,326,Fest,184.19,147.28,36.91,Breakfast
2023-11-05,Sunday,Sunny,411,Sports Day,225.19,180.56,44.63,Breakfast
2023-11-06,Monday,Cloudy,233,None,95.71,77.66,18.05,Lunch
2023-11-07,Tuesday,Rainy,345,None,163.96,151.93,12.03,Breakfast
2023-11-08,Wednesday,Humid,306,None,180.04,153.28,26.76,Dinner
2023-11-09,Thursday,Humid,221,Sports Day,107.66,101.15,6.52,Lunch
2023-11-10,Friday,Rainy,377,Seminar,186.59,173.66,12.93,Dinner
2023-11-11,Saturday,Rainy,249,Sports Day,118.5,109.5,9.0,Lunch
2023-11-12,Sunday,Humid,395,Seminar,203.82,185.27,18.55,Breakfast
2023-11-13,Monday,Humid,420,Fest,185.69,156.64,29.05,Dinner
2023-11-14,Tuesday,Rainy,368,Seminar,195.7,169.62,26.09,Breakfast
2023-11-15,Wednesday,Cloudy,319,None,150.7,126.19,24.51,Lunch
2023-11-16,Thursday,Cloudy,292,Seminar,138.07,127.56,10.51,Dinner
2023-11-17,Friday,Rainy,290,Fest,156.32,131.75,24.58,Breakfast
2023-11-18,Saturday,Rainy,354,Fest,204.03,189.24,14.8,Dinner
2023-11-19,Sunday,Humid,237,Seminar,99.95,83.49,16.45,Dinner
2023-11-20,Monday,Sunny,356,Seminar,143.82,129.48,14.34,Dinner
2023-11-21,Tuesday,Sunny,353,Sports Day,176.09,162.68,13.4,Breakfast
2023-11-22,Wednesday,Cloudy,156,None,66.53,57.52,9.01,Breakfast
2023-11-23,Thursday,Cloudy,274,Fest,157.38,137.7,19.68,Breakfast
2023-11-24,Friday,Rainy,277,Seminar,138.6,123.35,15.25,Breakfast
2023-11-25,Saturday,Sunny,338,Fest,155.36,144.54,10.82,Breakfast
2023-11-26,Sunday,Sunny,207,Seminar,92.01,70.97,21.03,Breakfast
2023-11-27,Monday,Sunny,247,Fest,102.83,81.59,21.24,Lunch
2023-11-28,Tuesday,Rainy,345,Sports Day,190.6,179.13,11.48,Dinner
2023-11-29,Wednesday,Sunny,281,None,137.0,114.42,22.58,Dinner
2023-11-30,Thursday,Cloudy,396,Sports Day,190.38,177.35,13.04,Breakfast
2023-12-01,Friday,Rainy,191,None,89.25,68.26,20.99,Dinner
2023-12-02,Saturday,Humid,407,Sports Day,240.83,185.45,55.39,Breakfast
2023-12-03,Sunday,Cloudy,234,Sports Day,100.85,93.32,7.53,Dinner
2023-12-04,Monday,Rainy,372,Seminar,171.59,139.65,31.94,Lunch
2023-12-05,Tuesday,Sunny,332,None,134.98,112.38,22.61,Dinner
2023-12-06,Wednesday,Rainy,353,Fest,165.29,132.81,32.48,Dinner
2023-12-07,Thursday,Sunny,333,Sports Day,159.27,134.56,24.7,Lunch
2023-12-08,Friday,Sunny,287,Fest,168.56,149.11,19.45,Lunch
2023-12-09,Saturday,Cloudy,361,Sports Day,183.94,142.49,41.45,Lunch
2023-12-10,Sunday,Cloudy,186,None,75.23,67.78,7.45,Lunch
2023-12-11,Monday,Humid,413,Seminar,239.15,198.08,41.07,Dinner
2023-12-12,Tuesday,Cloudy,215,Sports Day,111.96,88.25,23.71,Dinner
2023-12-13,Wednesday,Rainy,289,Sports Day,161.74,140.2,21.54,Breakfast
2023-12-14,Thursday,Humid,325,Fest,150.7,118.97,31.73,Breakfast
2023-12-15,Friday,Cloudy,362,Fest,209.97,160.23,49.74,Lunch
2023-12-16,Saturday,Cloudy,384,Fest,172.83,143.07,29.76,Breakfast
2023-12-17,Sunday,Rainy,358,Fest,210.03,183.02,27.0,Dinner
2023-12-18,Monday,Rainy,366,Sports Day,176.78,138.78,37.99,Dinner
2023-12-19,Tuesday,Rainy,265,None,149.88,113.19,36.7,Dinner
2023-12-20,Wednesday,Cloudy,320,Fest,156.14,125.58,30.55,Lunch
2023-12-21,Thursday,Sunny,256,None,113.97,99.84,14.13,Dinner
2023-12-22,Friday,Humid,325,Seminar,176.07,163.34,12.73,Breakfast
2023-12-23,Saturday,Rainy,282,Fest,123.68,113.05,10.63,Breakfast
2023-12-24,Sunday,Rainy,276,Seminar,127.43,115.77,11.66,Lunch
2023-12-25,Monday,Humid,289,Fest,121.64,112.94,8.7,Dinner
2023-12-26,Tuesday,Rainy,304,None,140.44,116.4,24.03,Breakfast
2023-12-27,Wednesday,Rainy,331,Fest,177.71,163.17,14.54,Lunch
2023-12-28,Thursday,Cloudy,281,Seminar,159.78,132.63,27.15,Lunch
2023-12-29,Friday,Sunny,205,Seminar,87.04,67.48,19.56,Breakfast
2023-12-30,Saturday,Sunny,173,None,85.8,66.07,19.73,Breakfast
2023-12-31,Sunday,Humid,360,Seminar,148.52,139.56,8.95,Breakfast
2023-01-01,Sunday,Cloudy,405,Sports Day,166.52,153.38,13.14,Lunch
2023-01-02,Monday,Sunny,348,Sports Day,207.05,193.09,13.95,Lunch
2023-01-03,Tuesday,Rainy,216,Sports Day,112.96,106.18,6.78,Dinner
2023-01-04,Wednesday,Sunny,341,None,198.26,179.44,18.82,Dinner
2023-01-05,Thursday,Rainy,271,Sports Day,137.17,129.69,7.48,Dinner
2023-01-06,Friday,Rainy,242,Seminar,132.87,106.23,26.65,Breakfast
2023-01-07,Saturday,Sunny,390,Sports Day,170.01,133.36,36.65,Breakfast
2023-01-08,Sunday,Rainy,250,Seminar,149.85,130.58,19.27,Breakfast
2023-01-09,Monday,Humid,302,None,158.78,136.59,22.19,Dinner
2023-01-10,Tuesday,Cloudy,325,None,190.42,172.84,17.57,Dinner
2023-01-11,Wednesday,Rainy,257,Sports Day,154.05,138.54,15.51,Lunch
2023-01-12,Thursday,Cloudy,354,Fest,199.1,171.19,27.91,Breakfast
2023-01-13,Friday,Humid,357,Sports Day,175.5,137.29,38.21,Breakfast
2023-01-14,Saturday,Cloudy,345,Seminar,169.97,154.71,15.26,Lunch
2023-01-15,Sunday,Rainy,231,Fest,105.67,90.28,15.4,Dinner
2023-01-16,Monday,Humid,299,None,161.59,122.43,39.16,Breakfast
2023-01-17,Tuesday,Sunny,159,None,72.09,55.58,16.51,Breakfast
2023-01-18,Wednesday,Humid,163,None,90.76,68.07,22.69,Dinner
2023-01-19,Thursday,Cloudy,209,Fest,119.63,100.85,18.77,Dinner
2023-01-20,Friday,Cloudy,211,None,100.73,92.29,8.45,Dinner
2023-01-21,Saturday,Humid,365,Fest,186.07,163.06,23.01,Dinner
2023-01-22,Sunday,Humid,376,Fest,181.31,161.33,19.97,Lunch
2023-01-23,Monday,Humid,239,Seminar,130.63,101.86,28.77,Breakfast
2023-01-24,Tuesday,Sunny,238,Sports Day,112.05,106.08,5.97,Lunch
2023-01-25,Wednesday,Humid,256,Fest,114.52,91.1,23.42,Lunch
2023-01-26,Thursday,Rainy,273,None,112.91,101.92,10.99,Dinner
2023-01-27,Friday,Sunny,183,None,87.87,83.28,4.59,Lunch
2023-01-28,Saturday,Cloudy,265,Seminar,111.76,97.22,14.54,Lunch
2023-01-29,Sunday,Cloudy,407,Seminar,221.98,185.25,36.73,Lunch
2023-01-30,Monday,Sunny,386,Fest,183.23,139.41,43.82,Lunch
2023-01-31,Tuesday,Sunny,296,Sports Day,126.03,112.49,13.54,Dinner
2023-02-01,Wednesday,Humid,285,Seminar,153.9,143.1,10.8,Lunch
2023-02-02,Thursday,Humid,272,Seminar,151.39,137.36,14.03,Lunch
2023-02-03,Friday,Cloudy,285,None,139.18,127.16,12.02,Dinner
2023-02-04,Saturday,Cloudy,287,None,123.44,94.75,28.69,Lunch
2023-02-05,Sunday,Humid,199,Sports Day,102.7,84.36,18.34,Breakfast
2023-02-06,Monday,Humid,406,Fest,220.82,179.04,41.78,Breakfast
2023-02-07,Tuesday,Humid,249,None,127.05,111.29,15.76,Lunch
2023-02-08,Wednesday,Humid,292,Seminar,127.23,105.01,22.22,Lunch
2023-02-09,Thursday,Cloudy,405,Sports Day,228.49,174.7,53.79,Lunch
2023-02-10,Friday,Rainy,292,Sports Day,159.62,138.66,20.96,Lunch
2023-02-11,Saturday,Cloudy,299,Fest,174.35,131.37,42.98,Breakfast
2023-02-12,Sunday,Cloudy,229,None,118.57,94.42,24.15,Lunch
2023-02-13,Monday,Rainy,350,Seminar,160.0,142.06,17.94,Lunch
2023-02-14,Tuesday,Humid,376,Fest,171.3,141.35,29.95,Breakfast
2023-02-15,Wednesday,Sunny,329,Fest,147.67,137.34,10.33,Breakfast
2023-02-16,Thursday,Rainy,324,Sports Day,168.55,159.16,9.39,Breakfast
2023-02-17,Friday,Cloudy,279,Fest,111.97,101.55,10.42,Dinner
2023-02-18,Saturday,Cloudy,282,Seminar,130.31,105.81,24.5,Lunch
2023-02-19,Sunday,Cloudy,312,None,175.95,145.49,30.45,Dinner
2023-02-20,Monday,Humid,215,Sports Day,109.1,93.13,15.97,Lunch
2023-02-21,Tuesday,Sunny,247,Fest,141.89,128.11,13.78,Breakfast
2023-02-22,Wednesday,Cloudy,292,Sports Day,131.79,117.18,14.62,Lunch
2023-02-23,Thursday,Rainy,316,Fest,131.57,118.95,12.62,Dinner
2023-02-24,Friday,Humid,402,Seminar,212.56,173.02,39.54,Breakfast
2023-02-25,Saturday,Humid,342,Sports Day,161.07,137.82,23.26,Breakfast
2023-02-26,Sunday,Sunny,264,Seminar,139.05,121.52,17.53,Dinner
2023-02-27,Monday,Humid,392,Fest,233.44,221.16,12.28,Breakfast
2023-02-28,Tuesday,Cloudy,340,Fest,200.66,176.05,24.6,Breakfast
2023-03-01,Wednesday,Rainy,210,None,109.62,94.72,14.89,Dinner
2023-03-02,Thursday,Humid,342,Seminar,183.58,139.49,44.09,Lunch
2023-03-03,Friday,Cloudy,212,Seminar,115.79,87.09,28.7,Dinner
2023-03-04,Saturday,Sunny,373,Fest,165.55,135.81,29.74,Lunch
2023-03-05,Sunday,Sunny,174,None,102.42,84.65,17.76,Breakfast
2023-03-06,Monday,Sunny,200,Sports Day,107.07,92.19,14.88,Lunch
2023-03-07,Tuesday,Humid,265,Seminar,117.19,97.27,19.92,Lunch
2023-03-08,Wednesday,Cloudy,334,Sports Day,196.52,161.21,35.31,Breakfast
2023-03-09,Thursday,Humid,410,Seminar,180.48,157.94,22.54,Lunch
2023-03-10,Friday,Cloudy,325,None,165.91,139.71,26.2,Breakfast
2023-03-11,Saturday,Cloudy,288,Seminar,131.51,105.62,25.89,Dinner
2023-03-12,Sunday,Humid,245,Sports Day,121.11,99.61,21.5,Lunch
2023-03-13,Monday,Sunny,301,Seminar,159.88,134.2,25.68,Breakfast
2023-03-14,Tuesday,Cloudy,385,Fest,230.98,186.32,44.66,Dinner
2023-03-15,Wednesday,Sunny,379,Fest,159.67,122.22,37.44,Breakfast
2023-03-16,Thursday,Rainy,307,Fest,166.0,155.97,10.03,Lunch
2023-03-17,Friday,Rainy,262,Fest,127.09,102.46,24.64,Breakfast
2023-03-18,Saturday,Rainy,319,Seminar,162.8,122.11,40.69,Dinner
2023-03-19,Sunday,Humid,313,Seminar,182.51,163.83,18.68,Lunch
2023-03-20,Monday,Cloudy,216,Sports Day,112.12,98.7,13.42,Dinner
2023-03-21,Tuesday,Sunny,242,Seminar,117.4,100.41,17.0,Dinner
2023-03-22,Wednesday,Cloudy,353,Seminar,190.19,179.75,10.44,Lunch
2023-03-23,Thursday,Rainy,411,Sports Day,201.24,179.8,21.44,Dinner
2023-03-24,Friday,Humid,348,None,196.36,167.86,28.5,Dinner
2023-03-25,Saturday,Rainy,221,Sports Day,128.93,114.73,14.2,Breakfast
2023-03-26,Sunday,Cloudy,320,Seminar,146.56,120.42,26.13,Breakfast
2023-03-27,Monday,Rainy,304,None,163.93,139.36,24.56,Lunch
2023-03-28,Tuesday,Cloudy,403,Sports Day,236.05,214.23,21.83,Breakfast
2023-03-29,Wednesday,Rainy,284,Seminar,140.68,125.41,15.27,Dinner
2023-03-30,Thursday,Humid,399,Seminar,220.2,165.6,54.6,Dinner
2023-03-31,Friday,Sunny,320,Seminar,148.31,113.57,34.74,Dinner
2023-04-01,Saturday,Cloudy,308,Seminar,139.25,113.02,26.23,Dinner
2023-04-02,Sunday,Cloudy,232,None,123.84,109.67,14.17,Breakfast
2023-04-03,Monday,Sunny,224,Seminar,118.17,110.93,7.24,Lunch
2023-04-04,Tuesday,Sunny,231,Fest,125.7,97.7,28.0,Breakfast
2023-04-05,Wednesday,Humid,349,Sports Day,153.66,116.4,37.26,Breakfast
2023-04-06,Thursday,Cloudy,400,Sports Day,162.51,124.0,38.51,Dinner
2023-04-07,Friday,Humid,336,None,177.15,163.09,14.06,Dinner
2023-04-08,Saturday,Humid,328,Fest,183.0,147.04,35.96,Breakfast
2023-04-09,Sunday,Rainy,268,None,135.06,103.34,31.73,Breakfast
2023-04-10,Monday,Sunny,307,Sports Day,141.37,106.24,35.13,Breakfast
2023-04-11,Tuesday,Rainy,305,Seminar,150.57,137.8,12.77,Lunch
2023-04-12,Wednesday,Cloudy,202,Seminar,113.82,100.01,13.81,Dinner
2023-04-13,Thursday,Cloudy,309,Sports Day,129.79,112.37,17.42,Dinner
2023-04-14,Friday,Rainy,394,Fest,157.81,142.28,15.52,Lunch
2023-04-15,Saturday,Humid,276,Fest,154.4,127.64,26.76,Lunch
2023-04-16,Sunday,Sunny,261,Fest,116.93,110.97,5.96,Breakfast
2023-04-17,Monday,Cloudy,373,Fest,151.8,133.52,18.28,Dinner
2023-04-18,Tuesday,Rainy,265,Sports Day,119.37,90.82,28.56,Breakfast
2023-04-19,Wednesday,Cloudy,341,Seminar,168.77,157.75,11.02,Breakfast
2023-04-20,Thursday,Sunny,363,Fest,206.14,173.89,32.25,Dinner
2023-04-21,Friday,Sunny,337,None,154.04,138.44,15.6,Lunch
2023-04-22,Saturday,Humid,329,Sports Day,191.5,143.69,47.81,Breakfast
2023-04-23,Sunday,Cloudy,306,None,162.68,139.23,23.46,Dinner
2023-04-24,Monday,Rainy,347,Fest,183.63,153.58,30.05,Dinner
2023-04-25,Tuesday,Humid,306,None,159.6,123.38,36.22,Dinner
2023-04-26,Wednesday,Humid,155,None,85.07,68.52,16.55,Dinner
2023-04-27,Thursday,Cloudy,235,Seminar,126.84,119.27,7.57,Lunch
2023-04-28,Friday,Cloudy,264,Sports Day,121.8,112.25,9.56,Lunch
2023-04-29,Saturday,Cloudy,260,Sports Day,116.58,93.24,23.34,Dinner
2023-04-30,Sunday,Humid,421,Sports Day,228.38,181.81,46.57,Breakfast
2023-05-01,Monday,Rainy,252,Fest,149.01,113.94,35.08,Lunch
2023-05-02,Tuesday,Cloudy,311,Sports Day,139.41,124.3,15.11,Dinner
2023-05-03,Wednesday,Sunny,245,Fest,107.99,96.69,11.3,Breakfast
2023-05-04,Thursday,Rainy,201,Seminar,114.22,104.27,9.95,Breakfast
2023-05-05,Friday,Sunny,381,Sports Day,159.59,126.54,33.05,Breakfast
2023-05-06,Saturday,Humid,297,None,173.91,149.54,24.37,Lunch
2023-05-07,Sunday,Rainy,228,Sports Day,100.86,83.13,17.73,Lunch
2023-05-08,Monday,Sunny,401,Seminar,239.83,196.39,43.44,Dinner
2023-05-09,Tuesday,Cloudy,329,Sports Day,162.84,152.87,9.97,Lunch
2023-05-10,Wednesday,Sunny,183,None,83.54,77.7,5.84,Dinner
2023-05-11,Thursday,Cloudy,278,Fest,143.32,124.76,18.56,Dinner
2023-05-12,Friday,Humid,225,None,122.39,105.39,17.0,Breakfast
2023-05-13,Saturday,Sunny,222,Fest,125.1,113.18,11.92,Dinner
2023-05-14,Sunday,Cloudy,341,Sports Day,192.02,160.37,31.65,Breakfast
2023-05-15,Monday,Sunny,251,None,148.42,114.68,33.74,Lunch
2023-05-16,Tuesday,Humid,177,None,103.13,86.48,16.65,Lunch
2023-05-17,Wednesday,Cloudy,214,Sports Day,114.06,87.71,26.35,Breakfast
2023-05-18,Thursday,Sunny,361,Fest,212.74,166.34,46.39,Dinner
2023-05-19,Friday,Rainy,329,Fest,161.58,151.66,9.91,Breakfast
2023-05-20,Saturday,Rainy,184,Seminar,82.82,75.78,7.04,Lunch
2023-05-21,Sunday,Sunny,348,None,163.54,133.31,30.23,Lunch
2023-05-22,Monday,Cloudy,198,None,106.72,95.57,11.14,Lunch
2023-05-23,Tuesday,Humid,197,Seminar,113.48,90.76,22.72,Lunch
2023-05-24,Wednesday,Humid,361,Seminar,194.3,169.33,24.97,Dinner
2023-05-25,Thursday,Humid,269,None,109.2,82.89,26.32,Dinner
2023-05-26,Friday,Humid,256,Seminar,109.62,92.66,16.95,Breakfast
2023-05-27,Saturday,Cloudy,326,Seminar,140.54,121.97,18.57,Breakfast
2023-05-28,Sunday,Rainy,160,None,90.37,72.45,17.92,Breakfast
2023-05-29,Monday,Cloudy,343,Sports Day,158.33,134.01,24.32,Breakfast
2023-05-30,Tuesday,Humid,284,None,142.81,121.61,21.2,Lunch
2023-05-31,Wednesday,Cloudy,341,None,177.17,148.75,28.42,Lunch
2023-06-01,Thursday,Sunny,358,Fest,212.56,188.59,23.97,Lunch
2023-06-02,Friday,Cloudy,353,Fest,208.64,169.15,39.49,Dinner
2023-06-03,Saturday,Rainy,213,Fest,86.82,70.61,16.21,Dinner
2023-06-04,Sunday,Rainy,240,Sports Day,120.71,106.9,13.81,Lunch
2023-06-05,Monday,Sunny,370,Sports Day,188.45,161.31,27.14,Dinner
2023-06-06,Tuesday,Humid,288,Fest,142.95,129.25,13.7,Dinner
2023-06-07,Wednesday,Humid,293,Sports Day,139.54,130.4,9.13,Dinner
2023-06-08,Thursday,Sunny,327,Seminar,163.95,143.44,20.5,Dinner
2023-06-09,Friday,Sunny,322,Seminar,129.76,121.42,8.34,Breakfast
2023-06-10,Saturday,Humid,227,None,99.51,86.94,12.57,Lunch
2023-06-11,Sunday,Sunny,393,Sports Day,179.6,165.74,13.85,Breakfast
2023-06-12,Monday,Humid,376,Seminar,164.13,124.08,40.05,Lunch
2023-06-13,Tuesday,Humid,253,None,137.82,121.56,16.26,Lunch
2023-06-14,Wednesday,Rainy,373,Seminar,205.61,186.32,19.29,Lunch
2023-06-15,Thursday,Cloudy,392,Fest,188.8,152.07,36.73,Lunch
2023-06-16,Friday,Rainy,256,Fest,130.75,108.23,22.51,Breakfast
2023-06-17,Saturday,Cloudy,215,None,107.37,95.48,11.89,Lunch
2023-06-18,Sunday,Humid,248,Seminar,102.49,89.62,12.87,Lunch
2023-06-19,Monday,Humid,287,None,143.45,121.01,22.43,Breakfast
2023-06-20,Tuesday,Humid,233,Sports Day,104.71,87.12,17.59,Lunch
2023-06-21,Wednesday,Sunny,190,None,85.87,76.14,9.73,Lunch
2023-06-22,Thursday,Sunny,209,None,86.3,73.19,13.11,Breakfast
2023-06-23,Friday,Humid,373,Fest,207.32,189.44,17.88,Dinner
2023-06-24,Saturday,Humid,229,Sports Day,124.64,115.06,9.58,Lunch
2023-06-25,Sunday,Cloudy,280,None,139.82,104.87,34.95,Lunch
2023-06-26,Monday,Cloudy,222,Seminar,113.12,100.57,12.55,Lunch
2023-06-27,Tuesday,Cloudy,292,None,166.24,130.63,35.61,Breakfast
2023-06-28,Wednesday,Cloudy,364,Sports Day,164.21,133.89,30.33,Breakfast
2023-06-29,Thursday,Cloudy,389,Fest,161.62,143.26,18.36,Lunch
2023-06-30,Friday,Rainy,342,Fest,187.35,171.84,15.51,Dinner
2023-07-01,Saturday,Sunny,346,Fest,205.42,182.26,23.16,Lunch
2023-07-02,Sunday,Humid,239,Seminar,137.49,112.13,25.36,Lunch
2023-07-03,Monday,Sunny,294,None,140.18,124.18,16.0,Dinner
2023-07-04,Tuesday,Sunny,363,Sports Day,170.41,161.84,8.57,Dinner
2023-07-05,Wednesday,Cloudy,327,Seminar,162.02,135.0,27.03,Breakfast
2023-07-06,Thursday,Sunny,283,None,153.98,124.44,29.54,Lunch
2023-07-07,Friday,Rainy,264,None,131.17,112.53,18.64,Lunch
2023-07-08,Saturday,Humid,238,None,122.72,96.44,26.28,Dinner
2023-07-09,Sunday,Rainy,289,Seminar,131.58,118.11,13.47,Dinner
2023-07-10,Monday,Rainy,231,Sports Day,129.79,107.79,22.0,Lunch
2023-07-11,Tuesday,Humid,370,Seminar,170.39,151.24,19.14,Breakfast
2023-07-12,Wednesday,Rainy,287,Fest,128.77,108.65,20.13,Lunch
2023-07-13,Thursday,Cloudy,231,None,100.93,89.21,11.72,Lunch
2023-07-14,Friday,Sunny,318,Sports Day,181.88,159.69,22.19,Breakfast
2023-07-15,Saturday,Humid,325,Sports Day,189.19,171.06,18.13,Breakfast
2023-07-16,Sunday,Humid,277,Fest,157.52,132.5,25.02,Dinner
2023-07-17,Monday,Sunny,216,Fest,91.95,83.51,8.44,Breakfast
2023-07-18,Tuesday,Humid,226,Fest,135.42,127.49,7.92,Breakfast
2023-07-19,Wednesday,Cloudy,306,Fest,132.46,124.56,7.89,Dinner
